nome_escola_siope,municipio,nome_dependencia_administrativa,codigo_escola,codigo_mec,bairro,distrito,cep,complemento,endereco,numero,end2,lon,lat
JOAO SOLER FLORES EMEFEI,Bálsamo,MUNICIPAL,343067,35343067,JARDIM SAO JOAO,BALSAMO,15140000,RUA,RUA ORLANDO CASADO,212,"rua orlando casado 212 jardim sao joao , SP, Brasil",-46.5855236,-23.433853
LEDA APPARECIDA MARTINS CASADEI EMEI,Marília,MUNICIPAL,76727,35076727,PROLONGAMENTO DO PALMITAL,MARILIA,17511342,RUA,RUA THOMAZ ALCALDE,201,"rua thomaz alcalde 201 prolongamento do palmital , SP, Brasil",-49.964606,-22.178122
PAULO REGLUS NEVES FREIRE EMEF,Marília,MUNICIPAL,226798,35226798,JARDIM TEOTONIO VILELA,MARILIA,17523794,RUA,JOSE CUNHA DE OLIVEIRA,50,"jose cunha de oliveira 50 jardim teotonio vilela , SP, Brasil",-49.9407977,-22.2515325
BALAO MAGICO EMEI,Marília,MUNICIPAL,91261,35091261,JARDIM MONTE CASTELO,MARILIA,17522270,A,EDUARDO PRADO,56,"eduardo prado 56 jardim monte castelo , SP, Brasil",-49.9338265,-22.2493104
MAE CRISTINA EMEI,Marília,MUNICIPAL,236469,35236469,BOA VISTA,MARILIA,17501570,RUA,JOSE BRAS CORONEL,536,"jose bras coronel 536 boa vista , SP, Brasil",-49.9530224,-22.2228384
OLIMPIO CRUZ PROF EMEF,Marília,MUNICIPAL,222616,35222616,DISTRITO INDUSTRIAL,MARILIA,17512100,AVENIDA,GUIOMAR NOVAES,1380,"guiomar novaes 1380 distrito industrial , SP, Brasil",-47.4735591,-20.5549191
NIVANDO MARIANO DOS SANTOS EMEF,Marília,MUNICIPAL,105594,35105594,JARDIM PLANALTO,MARILIA,17523380,AVENIDA,FRANCISCO DA COSTA PIMENTEL,311,"francisco da costa pimentel 311 jardim planalto , SP, Brasil",-49.9352,-22.2541637
PRIMAVERA EMEI CRECHE,Marília,MUNICIPAL,83574,35083574,PARQUE DAS NACOES,MARILIA,17512540,RUA,ANTONIO SPRESSAO,454,"antonio spressao 454 parque das nacoes , SP, Brasil",-49.9604694,-22.1479349
SAMBALELE EMEI,Marília,MUNICIPAL,96854,35096854,JARDIM MONTE CASTELO,MARILIA,17524330,"",GUARARAPES,400,"guararapes 400 jardim monte castelo , SP, Brasil",-49.9343211,-22.2448166
CHAPEUZINHO VERMELHO EMEI,Marília,MUNICIPAL,65699,35065699,FRAGATA,MARILIA,17501250,RUA,PAULINO DA SILVA LAVANDEIRA,529,"paulino da silva lavandeira 529 fragata , SP, Brasil",-49.9420166,-22.2243818
PRINCIPE MIKASA EMEI,Marília,MUNICIPAL,65648,35065648,PALMITAL,MARILIA,17510402,"",REPUBLICA,402,"republica 402 palmital , SP, Brasil",-49.9423957,-22.216426
CRIANCA FELIZ EMEI,Marília,MUNICIPAL,98929,35098929,DISTRITO INDUSTRIAL,MARILIA,17512100,AVENIDA,GUIOMAR NOVAES,155,"guiomar novaes 155 distrito industrial , SP, Brasil",-46.6333094,-23.5505199
ARCO IRIS EMEI,Marília,MUNICIPAL,76715,35076715,JOQUEI CLUBE,MARILIA,17521450,AVENIDA,JOQUEI CLUBE,817,"joquei clube 817 joquei clube , SP, Brasil",-46.3945488,-23.9402717
MONTEIRO LOBATO EMEI,Marília,MUNICIPAL,65675,35065675,MARILIA,MARILIA,17509200,RUA,ANANIAS DE OLIVEIRA SARGENTO,72,"ananias de oliveira sargento 72 marilia , SP, Brasil",-49.9423101,-22.2165317
ESTRELINHA DOURADA EMEI,Marília,MUNICIPAL,193975,35193975,NUCLEO HABITACIONAL PRESIDENTE JANIO DA SILVA QUAD,MARILIA,17511723,RUA,ALVARO LOURENCO DOS SANTOS,159,"alvaro lourenco dos santos 159 nucleo habitacional presidente janio da silva quad , SP, Brasil",-49.9549209,-22.1757512
SITIO DO PICA PAU AMARELO EMEI,Marília,MUNICIPAL,88420,35088420,VILA COIMBRA,MARILIA,17527080,"",ONORIO MACHADO,335,"onorio machado 335 vila coimbra , SP, Brasil",-49.9697849,-22.221338
WALT DISNEY EMEI,Marília,MUNICIPAL,65687,35065687,ALTO CAFEZAL,MARILIA,17504070,RUA,TAMANDARE ALMIRANTE,1445,"tamandare almirante 1445 alto cafezal , SP, Brasil",-49.961856,-22.21001
CELIO CORRADI PROF EMEF,Marília,MUNICIPAL,222574,35222574,BETEL,MARILIA,17513100,RUA,BELEM,675,"belem 675 betel , SP, Brasil",-46.5911994,-23.5470833
MYRTHES PUPO DE NEGREIROS PROFA EMEF,Marília,MUNICIPAL,222586,35222586,NUCLEO HABITACIONAL COSTA E SILVA,MARILIA,17524180,RUA,FERNANDO FONTANA,195,"fernando fontana 195 nucleo habitacional costa e silva , SP, Brasil",-49.9292993,-22.239891
BEM ME QUER CRECHE EMEI,Marília,MUNICIPAL,94390,35094390,RESIDENCIAL VALE VERDE,MARILIA,17514000,AVENIDA,EDUARDO GOMES BRIGADEIRO,2476,"eduardo gomes brigadeiro 2476 residencial vale verde , SP, Brasil",-49.9292663,-22.1924979
HAYDEE MARIA PUPO NOVAES CEI,Campinas,MUNICIPAL,205163,35205163,PARQUE UNIVERSITARIO VIRACOPOS,CAMPINAS OESTE,13056440,AVENIDA,RUA ABACAI,737,"rua abacai 737 parque universitario viracopos , SP, Brasil",-47.1433028,-22.9719435
PARQUE ITAJAI CEI,Campinas,MUNICIPAL,418924,35418924,CONJUNTO HABITACIONAL PARQUE ITAJAI,CAMPINAS OESTE,13058084,RUA,HUMBERTO FORMICOLA,288,"humberto formicola 288 conjunto habitacional parque itajai , SP, Brasil",-47.1912646,-22.9652102
MARIA BEATRIZ CARVALHO MOREIRA CEI,Campinas,MUNICIPAL,208224,35208224,JARDIM DOS OLIVEIRAS,CAMPINAS OESTE,13044260,RUA,SYNIRA DE ARRUDA VALENTE,1153,"synira de arruda valente 1153 jardim dos oliveiras , SP, Brasil",-47.0401707,-22.9382634
JORGE LEME PROFESSOR CEI,Campinas,MUNICIPAL,204730,35204730,CONJUNTO HABITACIONAL PADRE ANCHIETA,CAMPINAS OESTE,13068421,RUA,RUA PAPA SAO NICOLAU I,199,"rua papa sao nicolau i 199 conjunto habitacional padre anchieta , SP, Brasil",-47.1530427,-22.8674782
JORGE LEME PROFESSOR CEI,Campinas,MUNICIPAL,204730,35204730,CONJUNTO HABITACIONAL PADRE ANCHIETA,CAMPINAS OESTE,13068421,RUA,RUA PAPA SAO NICOLAU I,199,"rua papa sao nicolau i 199 conjunto habitacional padre anchieta , SP, Brasil",-47.1530427,-22.8674782
VICTORIO RIBUCCI PROF CEMEI,São Carlos,MUNICIPAL,91984,35091984,JARDIM PACAEMBU,BELA VISTA SAO CARLENSE,13572370,RUA,CEARA,600,"ceara 600 jardim pacaembu , SP, Brasil",-47.8958559,-22.0397896
HOMERO FREI PROF CEMEI,São Carlos,MUNICIPAL,568247,35568247,LOTEAMENTO HABITACIONAL SAO CARLOS 1,SAO CARLOS,13563040,RUA,FRANCISCO LOPES,SN,"francisco lopes sn loteamento habitacional sao carlos 1 , SP, Brasil",-47.9218738,-21.9963082
VICENTE DE PAULO ROCHA KEPPE CEMEI PROF,São Carlos,MUNICIPAL,77483,35077483,LOTEAMENTO HABITACIONAL SAO CARLOS 1,SAO CARLOS,13563130,RUA,MIGUEL FUCCI,50,"miguel fucci 50 loteamento habitacional sao carlos 1 , SP, Brasil",-47.9205559,-21.9922408
MARIA LUCIA MARRARA PROFA CEMEI,São Carlos,MUNICIPAL,91960,35091960,PARQUE SANTA FELICIA JARDIM,SAO CARLOS,13562390,RUA,ALBERTO LANZONI,270,"alberto lanzoni 270 parque santa felicia jardim , SP, Brasil",-47.9126618,-22.000154
BENTO PRADO DE ALMEIDA FERRAZ JUNIOR PROF CEMEI,São Carlos,MUNICIPAL,563511,35563511,RESIDENCIAL PARQUE DOURADINHO,SAO CARLOS,13568638,RUA,NORBERTO PERONTI,50,"norberto peronti 50 residencial parque douradinho , SP, Brasil",-47.847449,-22.016116
JOSE ARNONI EM,Mairiporã,MUNICIPAL,663037,35663037,VILA ARNONI,MAIRIPORA,7600000,RUA,ESTRADA RIO ACIMA,KM 09,"estrada rio acima km 09 vila arnoni , SP, Brasil",-46.5242541,-23.2796237
MOACYR ARCHANJO DOS SANTOS EM,Mairiporã,MUNICIPAL,127061,35127061,JARDIM SAMAMBAIA,MAIRIPORA,7600000,RUA,ESTRADA SANTA INES,3000,"estrada santa ines 3000 jardim samambaia , SP, Brasil",-46.6566837,-23.430165
CRISTIANE SILVA COSTA EM,Mairiporã,MUNICIPAL,273946,35273946,JARDIM PINHEIRAL,MAIRIPORA,7600000,RUA,RUA LIVIA VAL SILVA ANDRE,478,"rua livia val silva andre 478 jardim pinheiral , SP, Brasil",-46.5834567,-23.3282894
CEMUS VII MARIA JESUINA NASCIMENTO DE MORAES PROFA,Salto,MUNICIPAL,230509,35230509,SALTO SAO JOSE,SALTO,13324272,RUA,RUA DOS SURUBINS,187,"rua dos surubins 187 salto sao jose , SP, Brasil",-47.3116233,-23.2147196
ANTONIETA DE CAMPOS BULDRIN SONTAG PROFA CEMUS XII,Salto,MUNICIPAL,468678,35468678,JARDIM SANTA MARTA,SALTO,13323360,RUA,PERO DE CAMPOS TOURINHO,SN,"pero de campos tourinho sn jardim santa marta , SP, Brasil",-47.0446491,-22.8659796
ZEFERINO VAZ NAVE MAE CEI,Campinas,MUNICIPAL,441910,35441910,ALTO BELEM,CAMPINAS OESTE,13058002,RUA,DIRCE DE OLIVEIRA SANTOS,SN,"dirce de oliveira santos sn alto belem , SP, Brasil",-47.189193,-22.951364
CLOTILDE BARRAQUET VON ZUBEN PROFESSORA EMEF,Campinas,MUNICIPAL,83835,35083835,JARDIM FLORENCE,CAMPINAS OESTE,13059001,AVENIDA,NELSON FERREIRA DE SOUZA,SN,"nelson ferreira de souza sn jardim florence , SP, Brasil",-47.1637839,-22.9395858
ORLANDO FERREIRA DA COSTA CEI,Campinas,MUNICIPAL,205266,35205266,JARDIM SANTA LUCIA,CAMPINAS OESTE,13067650,RUA,RUA SAO BENEDITO,56,"rua sao benedito 56 jardim santa lucia , SP, Brasil",-47.1151539,-22.9398423
JOSE FIDELIS CEI,Campinas,MUNICIPAL,283712,35283712,JARDIM NOVA AMERICA,CAMPINAS OESTE,13053033,RUA,MARIA FRANCELIANA BRAZ,270,"maria franceliana braz 270 jardim nova america , SP, Brasil",-47.10917,-23.0041643
EMEB PROFA PRISCILA SALZANO CORDEIRO BRISOLLA,Serra Negra,MUNICIPAL,469208,35469208,ALTO DAS PALMEIRAS,SERRA NEGRA,13930000,PRACA,RUA DR JOVINO SILVEIRA,290,"rua dr jovino silveira 290 alto das palmeiras , SP, Brasil",-46.7033857,-22.604695
BRUNO PANHOCA CEMEI,São Carlos,MUNICIPAL,231940,35231940,JARDIM DONA FRANCISCA,SAO CARLOS,13571000,RUA,RUA VICENTE PELICANO,740,"rua vicente pelicano 740 jardim dona francisca , SP, Brasil",-47.8675218,-22.0310244
GUIDO PISANESCHI EM,Mairiporã,MUNICIPAL,272875,35272875,JARDIM SUISSO,MAIRIPORA,7600000,RUA,ALAMEDA DOS SIBIPIRUNAS,2,"alameda dos sibipirunas 2 jardim suisso , SP, Brasil",-46.6592361,-23.410599
MAGDA APARECIDA DE MORAES PROFA EMEI,Itápolis,MUNICIPAL,471045,35471045,JARDIM DO SOL,ITAPOLIS,14900000,RUA,AVENIDA PORTUGAL,1781,"avenida portugal 1781 jardim do sol , SP, Brasil",-46.5388699,-23.6694411
MARCIA REGINA BERTAGNA PROFA CEMUS UNIDADE XIV,Salto,MUNICIPAL,570904,35570904,JARDIM CELANI,SALTO,13326122,RUA,IUGOSLAVIA,2,"iugoslavia 2 jardim celani , SP, Brasil",-47.311896,-23.195027
JOAO TOLEDO PROF EMEF,Cerquilho,MUNICIPAL,278048,35278048,CENTRO,CERQUILHO,18520000,"",RUA ACHILES AUDI,268,"rua achiles audi 268 centro , SP, Brasil",-47.7463812,-23.1653088
MARGARIDA MARIA ALVES CEI,Campinas,MUNICIPAL,231368,35231368,PARQUE RESIDENCIAL VILA UNIAO,CAMPINAS OESTE,13060721,RUA,RUA DONA ESMERALDA OLIVEIRA MATHIAS,550,"rua dona esmeralda oliveira mathias 550 parque residencial vila uniao , SP, Brasil",-47.124154,-22.9380917
SNOOPY CEI,Campinas,MUNICIPAL,88730,35088730,CHACARA SANTA LETICIA,CAMPINAS OESTE,13054042,RUA,RUA CHARLES MILLER,50,"rua charles miller 50 chacara santa leticia , SP, Brasil",-47.126484,-22.9626993
CASINHA FELIZ CEI,Campinas,MUNICIPAL,201996,35201996,JARDIM ESMERALDINA,CAMPINAS OESTE,13046390,RUA,HERCULANO FLORENCE TEIXEIRA,285,"herculano florence teixeira 285 jardim esmeraldina , SP, Brasil",-47.0144,-22.9318533
CLAUDIO DE SOUZA NOVAES DOUTOR CEI,Campinas,MUNICIPAL,205102,35205102,JARDIM FLORENCE,CAMPINAS OESTE,13059086,RUA,RUA PROFESSORA ELIZABETH SERAFIM DE OLIVEIRA,35,"rua professora elizabeth serafim de oliveira 35 jardim florence , SP, Brasil",-47.1553735,-22.9393662
WALTER BLANCO CEMEI,São Carlos,MUNICIPAL,50544,35050544,PARQUE SANTA FELICIA JARDIM,SAO CARLOS,13563360,RUA,RUA FRANCISCO GENTIL DE GUZZI,135,"rua francisco gentil de guzzi 135 parque santa felicia jardim , SP, Brasil",-47.9212407,-22.0026186
NAIR MONTEIRO ARNONI CRECHE ESCOLA MUNICIPAL,Mairiporã,MUNICIPAL,98280,35098280,PARQUE PETROPOLIS,MAIRIPORA,7600000,RUA,RUA CANUDO DE PITO,SN,"rua canudo de pito sn parque petropolis , SP, Brasil",-46.6337581,-23.3864543
FUNDECITRUS CENTRO DE EDUCACAO COMPLEMENTAR,Itápolis,MUNICIPAL,295700,35295700,IV CENTENARIO,ITAPOLIS,14900000,RUA,RUA RODRIGUES ALVES,1703,"rua rodrigues alves 1703 iv centenario , SP, Brasil",-48.8114012,-21.6046205
MARINA BORDENALE PILOTTO GAIOTTO PROFA EMEF,Cerquilho,MUNICIPAL,217797,35217797,NOVA CERQUILHO,CERQUILHO,18520000,"",RUA SAO JOSE,1245,"rua sao jose 1245 nova cerquilho , SP, Brasil",-47.7569089,-23.1622196
PINOQUIO CEI,Campinas,MUNICIPAL,205291,35205291,PARQUE SAO JORGE,CAMPINAS OESTE,13064814,RUA,JOAO BUENO BLACK,278,"joao bueno black 278 parque sao jorge , SP, Brasil",-47.1577499,-22.896541
UEF PE JOSE NARCISO VIEIRA EHRENBERG,Campinas,MUNICIPAL,284531,35284531,JARDIM SAO MARCOS,CAMPINAS OESTE,13082255,RUA,ROBERTO BUENO TEIXEIRA,SN,"roberto bueno teixeira sn jardim sao marcos , SP, Brasil",-47.112725,-22.850216
EMILIO MIOTTI PADRE EMEF,Campinas,MUNICIPAL,83859,35083859,JARDIM YEDA,CAMPINAS OESTE,13060627,RUA,RUA BEATA MADRE PLACIDA VIEL,36,"rua beata madre placida viel 36 jardim yeda , SP, Brasil",-47.1156341,-22.944344
SERGIO ABDUL NOUR EMEI,Itápolis,MUNICIPAL,60914,35060914,CENTRO,ITAPOLIS,14900000,RUA,RUA RICIERI ANTONIO VESSONI,349,"rua ricieri antonio vessoni 349 centro , SP, Brasil",-48.8140837,-21.5911325
MARIA FLORINDA ZANNI PROFA CEMUS VIII,Salto,MUNICIPAL,70300,35070300,JARDIM NOVA ERA,SALTO,13327386,RUA,RUA SAO FRANCISCO,100,"rua sao francisco 100 jardim nova era , SP, Brasil",-47.3049403,-23.1808077
VICENTINA S REGINATO PROFA EMEII,Cerquilho,MUNICIPAL,76818,35076818,NOVA CERQUILHO,CERQUILHO,18520000,RUA,RUA ITAPEVA,120,"rua itapeva 120 nova cerquilho , SP, Brasil",-47.7561442,-23.1640848
ARACI PILON GRANDO PROFESSORA ESC MUN ED INF INTEGRAL,Cerquilho,MUNICIPAL,440504,35440504,RESIDENCIAL DI NAPOLI II,CERQUILHO,18520000,RUA,RUA ANTONIO GASPARINI,SN,"rua antonio gasparini sn residencial di napoli ii , SP, Brasil",-47.7589843,-23.1712187
DOMINGOS WALTER SCHIMIDT CEI,Campinas,MUNICIPAL,267946,35267946,VILA SAN MARTIN,CAMPINAS OESTE,13069099,RUA,PAULO DE SOUZA MARQUES,SN,"paulo de souza marques sn vila san martin , SP, Brasil",-47.155872,-22.8415041
DOMINGOS WALTER SCHIMIDT CEI,Campinas,MUNICIPAL,267946,35267946,VILA SAN MARTIN,CAMPINAS OESTE,13069099,RUA,PAULO DE SOUZA MARQUES,SN,"paulo de souza marques sn vila san martin , SP, Brasil",-47.155872,-22.8415041
CIRO EXEL MAGRO PROF EMEF,Campinas,MUNICIPAL,58932,35058932,JARDIM BARONESA,CAMPINAS LESTE,13100315,RUA,SERRA D'AGUA,35,"serra d'agua 35 jardim baronesa , SP, Brasil",-47.0358576,-22.9171186
UEF MARIA PAVANATTI FAVARO,Campinas,MUNICIPAL,284944,35284944,JARDIM SAO CRISTOVAO,CAMPINAS OESTE,13056270,AVENIDA,JOSE OLIVEIRA CARNEIRO,SN,"jose oliveira carneiro sn jardim sao cristovao , SP, Brasil",-47.144996,-22.9883221
PAULO FREIRE PROFESSOR CEMEI,São Carlos,MUNICIPAL,563523,35563523,RESIDENCIAL  ASTOLPHO LUIZ DO PRADO,SAO CARLOS,13568820,AVENIDA,AURELIO CATANI DOUTOR,SN,"aurelio catani doutor sn residencial  astolpho luiz do prado , SP, Brasil",-47.8585082,-21.9944402
OSMAR S DE MARTINI CEMEI,São Carlos,MUNICIPAL,63548,35063548,VILA BOA VISTA 1,BELA VISTA SAO CARLENSE,13575050,RUA,JOAO SABINO DOUTOR,857,"joao sabino doutor 857 vila boa vista 1 , SP, Brasil",-47.9071505,-22.0321946
ADELAIDE TOZI PROFA EMEF,Cerquilho,MUNICIPAL,101497,35101497,VILA ESTIVA,CERQUILHO,18520000,RUA,RUA ROMANO SACCON,77,"rua romano saccon 77 vila estiva , SP, Brasil",-46.684407,-23.540475
YOLANDA BIAGIONI CAMARGO PROFA EMEF,Cerquilho,MUNICIPAL,217773,35217773,GALO DE OURO,CERQUILHO,18520000,"",RUA BOM JESUS,177,"rua bom jesus 177 galo de ouro , SP, Brasil",-46.5750846,-23.5595712
ARTUR LUIZ GAYOTTO EMEF,Cerquilho,MUNICIPAL,276042,35276042,RESIDENCIAL DI NAPOLI,CERQUILHO,18520000,"",RUA REPUBLICA DO LIBANO,185,"rua republica do libano 185 residencial di napoli , SP, Brasil",-47.7560984,-23.1684526
CARROSSEL CEI,Campinas,MUNICIPAL,71225,35071225,CIDADE JARDIM,CAMPINAS OESTE,13050430,RUA,FRANCO DA ROCHA,195,"franco da rocha 195 cidade jardim , SP, Brasil",-47.0855244,-22.9277675
JOAO ALVES DOS SANTOS DOUTOR EMEF,Campinas,MUNICIPAL,59161,35059161,VILA LUNARDI,CAMPINAS OESTE,13067230,RUA,MANOEL THOMAZ,635,"manoel thomaz 635 vila lunardi , SP, Brasil",-47.1418565,-22.882064
CARMINE BOTTA EMEB,São Carlos,MUNICIPAL,77461,35077461,JARDIM BEATRIZ,SAO CARLOS,13575120,RUA,PHILOMENA FAUVEL,261,"philomena fauvel 261 jardim beatriz , SP, Brasil",-47.9082956,-22.0375897
MARIA CONSUELO BRANDAO TOLENTINO CEMEI,São Carlos,MUNICIPAL,50507,35050507,ANTENOR GARCIA,SAO CARLOS,13573140,AVENIDA,RUA REINALDO PIZANI,400,"rua reinaldo pizani 400 antenor garcia , SP, Brasil",-47.9130976,-22.0546202
JOSEPHINA DE NADAI DONA EMEII,Cerquilho,MUNICIPAL,366511,35366511,CENTRO,CERQUILHO,18520000,RUA,RUA MONSENHOR SILVESTRE MURARI,84,"rua monsenhor silvestre murari 84 centro , SP, Brasil",-47.1359289,-23.5305075
LUZIA CASTRO MITTIDIERI PROFA EMEF,Guaratinguetá,MUNICIPAL,56613,35056613,CAMPINHO,GUARATINGUETA,12502080,RUA,RUA SANTA CLARA,301,"rua santa clara 301 campinho , SP, Brasil",-46.6658811,-23.6475402
LUZIA CASTRO MITTIDIERI PROFA EMEF,Guaratinguetá,MUNICIPAL,56613,35056613,CAMPINHO,GUARATINGUETA,12502080,RUA,RUA SANTA CLARA,301,"rua santa clara 301 campinho , SP, Brasil",-46.6658811,-23.6475402
JOSE AUGUSTO ANTUNES DO AMARAL PROF GO EMEIEF,Guaratinguetá,MUNICIPAL,276029,35276029,PARQUE SANTA CLARA,GUARATINGUETA,12509540,"",RUA DONA DUILIA SCOTINI DARRIGO,SN,"rua dona duilia scotini darrigo sn parque santa clara , SP, Brasil",-45.2210634,-22.7959612
GERMANO ANTUNES DE FIGUEIREDO PROF EMEI,Guaratinguetá,MUNICIPAL,82909,35082909,JARDIM DO VALE,GUARATINGUETA,12519240,RUA,AVENIDA DOS EXPEDICIONARIOS,384,"avenida dos expedicionarios 384 jardim do vale , SP, Brasil",-45.1854985,-22.7757429
LUIS GRELLET PROFESSOR EMEF,Rafard,MUNICIPAL,215053,35215053,CENTRO,RAFARD,13370000,RUA,RUA VITORIO TALASSI,353,"rua vitorio talassi 353 centro , SP, Brasil",-46.6376252,-23.5370769
ROSA MARIA CHRISPIM ROSSI DE OLIVEIRA PROFA CEMEI,Itatiba,MUNICIPAL,231289,35231289,JARDIM MEXICO,ITATIBA,13253410,AVENIDA,AURORA FERNANDES ZANUTTO,580,"aurora fernandes zanutto 580 jardim mexico , SP, Brasil",-46.8223318,-23.0061542
AMALIA TEREZA GALANTE ROSSETTI CEMEI,Itatiba,MUNICIPAL,246897,35246897,VILA SANTA CRUZ,ITATIBA,13251450,RUA,RUA PEDRO SOARES PENTEADO,153,"rua pedro soares penteado 153 vila santa cruz , SP, Brasil",-46.8382453,-22.9991821
CEMEI PROFA TERESA MARIA DOS SANTOS BRAIDA,Itatiba,MUNICIPAL,4158,35004158,JARDIM VERONA,ITATIBA,13253534,"",REGINA GASPARINI,250,"regina gasparini 250 jardim verona , SP, Brasil",-46.8179197,-23.0011775
ANTONIA FERREIRA ASSUMPCAO ANTUNES PROFA EMEF,Pratânia,MUNICIPAL,220197,35220197,CONJUNTO HABITACIONAL  ANGELINO PASQUALINOTTE,PRATANIA,18660000,RUA,RUA IRINEU PIMENTEL,SN,"rua irineu pimentel sn conjunto habitacional  angelino pasqualinotte , SP, Brasil",-48.6647442,-22.8126675
MANOEL JOAQUIM DE ARAUJO CAMPOS CEL EMEB,Itatiba,MUNICIPAL,228552,35228552,VILA BRASILEIRA,ITATIBA,13256430,RUA,PAULO SAO,71,"paulo sao 71 vila brasileira , SP, Brasil",-46.1911419,-23.5344041
ELIETE AP SANFINS FUSUSSI PROFESSORA EMEB,Itatiba,MUNICIPAL,228539,35228539,NUCLEO RESIDENCIAL PORTO SEGURO,ITATIBA,13255650,AVENIDA,AVENIDA URBANO BEZANA,SN,"avenida urbano bezana sn nucleo residencial porto seguro , SP, Brasil",-46.8520246,-23.026104
SIRLIENE CRISTINA RODRIGUES DE SOUSA BREDARIOL PROFA CEMEI,Itatiba,MUNICIPAL,231459,35231459,BAIRRO DO ENGENHO,ITATIBA,13255500,RUA,SEBASTIANA DE SOUZA BEZANA,375,"sebastiana de souza bezana 375 bairro do engenho , SP, Brasil",-46.848249,-23.0203262
ANGELO RAPHAEL PELLEGRINO EMEF,São Caetano do Sul,MUNICIPAL,200190,35200190,MAUA,SAO CAETANO DO SUL,9580500,ESTRADA,LAGRIMAS,1656,"lagrimas 1656 maua , SP, Brasil",-46.5749545,-23.6437552
PEDRO JOSE LORENZINI EMEI,São Caetano do Sul,MUNICIPAL,51366,35051366,SANTA PAULA,SAO CAETANO DO SUL,9541300,RUA,RUA MARECHAL DEODORO,445,"rua marechal deodoro 445 santa paula , SP, Brasil",-46.5636301,-23.6172245
CANDINHA MASSEI FEDATO EMI,São Caetano do Sul,MUNICIPAL,201510,35201510,CERAMICA,SAO CAETANO DO SUL,9530530,RUA,RUA TUPI,300,"rua tupi 300 ceramica , SP, Brasil",-46.574137,-23.624764
EMILIO CARLOS EMEI,São Caetano do Sul,MUNICIPAL,51202,35051202,OSVALDO CRUZ,SAO CAETANO DO SUL,9540110,RUA,GONZAGA,241,"gonzaga 241 osvaldo cruz , SP, Brasil",-50.879763,-21.7972251
ROSALVITO COBRA EMEF,São Caetano do Sul,MUNICIPAL,298451,35298451,SANTA MARIA,SAO CAETANO DO SUL,9560530,RUA,SILVIA,670,"silvia 670 santa maria , SP, Brasil",-46.5574761,-23.6362698
PELEZINHO EMEI,Taboão da Serra,MUNICIPAL,99375,35099375,PARQUE PINHEIROS,TABOAO DA SERRA,6767390,RUA,RUA HELENA MORAES DE OLIVEIRA,546,"rua helena moraes de oliveira 546 parque pinheiros , SP, Brasil",-46.7822907,-23.6158872
AYRTON SENNA EMEF,Taboão da Serra,MUNICIPAL,203166,35203166,JARDIM OLIVEIRAS,TABOAO DA SERRA,6765400,RUA,NILTON BERTANI DOS SANTOS,255,"nilton bertani dos santos 255 jardim oliveiras , SP, Brasil",-46.7736625,-23.6253832
PITECO EMEI,Taboão da Serra,MUNICIPAL,203269,35203269,PARQUE LAGUNA,TABOAO DA SERRA,6795006,AVENIDA,AYRTON SENNA,800,"ayrton senna 800 parque laguna , SP, Brasil",-46.7986522,-23.612037
MACHADO DE ASSIS EMEF,Taboão da Serra,MUNICIPAL,220224,35220224,JARDIM GUACIARA,TABOAO DA SERRA,6775005,ESTRADA,ESTRADA DAS OLARIAS,704,"estrada das olarias 704 jardim guaciara , SP, Brasil",-46.7916728,-23.6338
MARIA PANARIELO LEANDRINI EMI,São Caetano do Sul,MUNICIPAL,201546,35201546,NOVA GERTY,SAO CAETANO DO SUL,9572640,RUA,RUA SEBASTIAO GOMES LIMA,60,"rua sebastiao gomes lima 60 nova gerty , SP, Brasil",-46.5640639,-23.642647
SENADOR FLAQUER EMEF,São Caetano do Sul,MUNICIPAL,298463,35298463,FUNDACAO,SAO CAETANO DO SUL,9520310,RUA,HELOISA PAMPLONA,180,"heloisa pamplona 180 fundacao , SP, Brasil",-46.5726884,-23.606917
AZIZ FELIPPE DOUTOR ESCOLA MUNICIPAL,Presidente Prudente,MUNICIPAL,209348,35209348,JARDIM ITATIAIA,PRESIDENTE PRUDENTE,19041430,RUA,RUA EMILIANA RODRIGUES DE ANDRADE,555,"rua emiliana rodrigues de andrade 555 jardim itatiaia , SP, Brasil",-51.3801318,-22.1372949
DARCY RIBEIRO ESCOLA MUNICIPAL DE EDUCACAO BASICA,Taboão da Serra,MUNICIPAL,354348,35354348,JARDIM SAO JUDAS TADEU,TABOAO DA SERRA,6786210,RUA,ISIDE BETRO LUPO ISSA,39,"iside betro lupo issa 39 jardim sao judas tadeu , SP, Brasil",-46.8041872,-23.6261708
SYLVIO ROMERO EMEF,São Caetano do Sul,MUNICIPAL,298475,35298475,OSVALDO CRUZ,SAO CAETANO DO SUL,9541130,AVENIDA,VITAL BRASIL FILHO,600,"vital brasil filho 600 osvaldo cruz , SP, Brasil",-46.56434,-23.6272959
VICENTE BASTOS PROF EM,São Caetano do Sul,MUNICIPAL,257758,35257758,SAO JOSE,SAO CAETANO DO SUL,9581310,RUA,HUMBERTO DE CAMPOS,550,"humberto de campos 550 sao jose , SP, Brasil",-46.5776705,-23.6345958
LUIZ OLINTO TORTORELLO EMEF,São Caetano do Sul,MUNICIPAL,122750,35122750,CERAMICA,SAO CAETANO DO SUL,9531090,RUA,RUA JOSE BENEDETTI,550,"rua jose benedetti 550 ceramica , SP, Brasil",-46.5710469,-23.6231592
